Janitor 40 Male Married $44089
$0 15 Single Student Male
46 $79680 Firefighter Female Single
25 $97892 Programmer Divorced Male
Single $0 Student Female 12
$5319 90 Retiree Female Married
Married $107688 Female Zoologist 64
7 $0 Student Single Male
Male $4391 68 Married Retiree
Nurse Female 38 $56654 Married
Single Male 14 $0 Student
47 Single Male Photographer $18765
Divorced Male $6291 Retiree 100
Married Male Designer 55 $272343
$8906 Retiree Divorced 80 Female
$0 Student 24 Single Female
Female Divorced 39 Psychiatrist $392786
Married $325721 Actor Male 29
$242851 57 Divorced Male Architect
83 Female $8303 Retiree Single
Female Married Designer $265999 27
Banker 27 Widowed Female $387832
Single Salesman Male 53 $75776
34 Doctor Female Divorced $427391
$42883 Salesman Married 57 Male
Student $100 10 Single Male
Single $300 6 Female Student
Divorced 45 Female $57658 Driver
95 Married Female Retiree $11920
$180035 Surgeon Female Single 59
Retiree Male 82 Married $9064
Female Married Retiree 97 $6484
15 $0 Student Male Single
Female $422091 46 Married Surgeon
Married $76156 Female 31 Secretary
$5112 Male 83 Single Retiree
Male 61 Dentist Single $103991
$0 Male 1 Single Unemployed
Single 16 $5364 Student Male
$177410 Single Male Carpenter 32
Married $86053 52 Policeman Male
Married Male $15437 Cashier 60
Male $10695 Divorced 83 Retiree
Retiree $10681 Married Male 69
Married 98 Male $7141 Retiree
$365285 45 Married Female Psychiatrist
Single Male $6986 Retiree 76
Female 17 Student $0 Single
Unemployed 4 $0 Single Female
Student Single 18 Female $2511
2 Female Single $0 Unemployed
$94820 Male 37 Veterinarian Divorced
Salesman $113160 Female Single 56
Male $6640 Student 21 Married
Student 7 Female $0 Single
Female Married $41340 Salesman 48
Student 12 Single $0 Male
$233462 27 Married Male Doctor
Retiree Widowed $7232 Female 88
63 Married Female Waiter $23650
$11119 98 Married Male Retiree
Salesman $86711 Male 50 Divorced
Married $350373 77 Female Businessman
89 $9549 Married Female Retiree
$54943 Botanist Male 59 Married
$4884 Female 83 Widowed Retiree
$51547 Soldier 26 Male Single
Male 78 $7855 Single Retiree
Married Driver Male 36 $72202
$6718 Married Male Retiree 86
Male $0 Student 18 Single
Student Widowed 21 Male $0
Male Single Banker 50 $326531
Married Female Retiree $7518 83
Married Male $34475 Waiter 31
Student Female Single 18 $0
Male $424471 Banker Married 30
Divorced 85 $6999 Male Retiree
Retiree Single 88 Female $10178
Retiree Male Married 74 $7168
65 Male Retiree $4370 Single
Professor Married 61 $287331 Male
Married Female 43 Driver $107237
Student Single 17 Male $3623
$8677 Male 90 Retiree Married
69 Single Retiree Female $6455
Single Driver Female $8857 19
86 $11782 Male Divorced Retiree
1 Male $0 Single Unemployed
Widowed Retiree 93 Female $7031
Divorced $88372 Programmer 46 Male
$0 Unemployed 2 Male Single
Student $0 Female 7 Single
43 Author Married Female $109862
$28176 Female 38 Mechanic Married
49 Male Soldier Single $117492
Retiree Male 88 Married $5159
Female Unemployed Single $0 3
Surgeon Female 56 Married $310821
Widowed Female Retiree 67 $11752
$407666 Married Other Model 52
Married $70185 Female Model 43
Single $0 Female 18 Student
Student 13 $0 Male Single
35 Single Female Botanist $90204
Single 10 Student Female $0
Married Driver $45522 Female 38
Female Mechanic 31 $34895 Married
18 Married $0 Male Student
$7133 Retiree 88 Male Divorced
Single 12 $0 Female Student
33 $88614 Female Married Firefighter
Female $366621 Judge 53 Single
Married 45 Barista Male $44082
43 Widowed $221941 Surgeon Male
Male 72 Retiree $8232 Divorced
Married Female 96 Retiree $7282
Female $56434 Secretary Married 37
Male Doctor 58 Single $245928
Student Single Male $0 12
Female Married $5398 Retiree 77
$0 Male Student 11 Single
Male $8071 Retiree Married 83
Male $640 14 Single Student
Single Unemployed 5 $0 Female
Married $6420 Retiree 88 Male
23 Student $6577 Female Single
56 Artist Single $359860 Male
Married $239940 82 Businessman Female
Male Single Student $0 13
$117741 Male Salesman 60 Married
Married 53 Surgeon $248002 Female
Single 2 $0 Female Unemployed
Single 8 Male $0 Student
77 Retiree Male $7715 Single
4 $0 Single Unemployed Male
Female 26 $55871 Married Policeman
Male Single 9 $0 Student
$6934 85 Retiree Female Single
$5943 90 Female Married Retiree
Female Student Single $0 17
12 Student Single Female $0
Widowed 60 Female Nurse $98016
Pilot Female $389536 Married 63
Accountant 60 Single $435593 Female
$4523 65 Retiree Female Single
$4947 Widowed 91 Retiree Female
1 Male $0 Unemployed Single
$233941 Divorced Accountant 30 Female
Female Married 26 Botanist $53897
Female Single Firefighter $56088 55
$7411 Student Single 23 Male
Male $299821 Single 61 Architect
$8239 79 Retiree Male Married
$0 Student 17 Female Single
Author 61 $32511 Female Married
$10871 Male 84 Retiree Single
17 $0 Female Single Student
Student Single 18 Male $0
Married $7284 100 Male Retiree
Male Divorced $288376 36 Doctor
Retiree $6914 96 Married Male
$0 Female Single 20 Student
49 Other $50944 Married Photographer
Male Married Artist 48 $322853
Policeman $109296 Female Married 58
Female 20 Student $0 Single
Married $116429 Programmer 36 Male
Single Female $0 Student 8
Single Model 19 $6115 Female
$0 11 Single Student Female
$118610 Male 33 Married Accountant
Retiree $11021 Married 91 Male
Female Single 17 Student $0
Student Single 21 Male $4651
Retiree 96 Male $4515 Single
Businessman 67 Male $338737 Married
Married Retiree $6576 Female 65
Retiree 92 $7176 Male Single
Female Retiree 94 Single $10596
Retiree Married 84 Female $5504
Married $7841 76 Female Retiree
$11199 Single 94 Retiree Female
9 Single Female $0 Student
22 Single Student $0 Female
Student $0 Female 7 Single
$4745 Male Retiree Married 74
Female Actor $414036 Married 56
$249718 Married Pilot Male 28
Widowed Male Janitor 60 $15253
Single Female 69 $4864 Retiree
Janitor 23 $7737 Widowed Male
Married Male $55941 Firefighter 64
Female Surgeon 64 $313890 Married
$383916 50 Surgeon Single Male
Retiree Widowed $6162 90 Male
22 $0 Single Student Female
Retiree Married $6193 92 Male
Female 76 Married Retiree $5072
86 Businessman Married Male $187865
2 Single $0 Male Unemployed
Student $0 17 Male Single
Female 2 Unemployed $0 Single
58 Soldier $42837 Male Single
$8724 Female Retiree 74 Married
$0 Female Student Single 13
79 Female Married $5146 Retiree
Male 92 Married $6320 Retiree
Single Student 13 Male $0
84 Retiree Married $9763 Male
$11189 Male 91 Widowed Retiree
96 Divorced Retiree $5069 Male
Male Retiree 66 $5610 Married
Married $6313 Female Retiree 74
Female Pilot $162277 Single 52
Married Retiree $7678 78 Female
22 Student $0 Single Female
Divorced Female 22 Model $9718
Married $96445 Female 61 Teacher
Male 32 Married $92589 Botanist
79 Married Female $8770 Retiree
Single Pilot 49 $252334 Male
Retiree 81 $7073 Married Female
Married $281621 36 Male Architect
39 $93951 Female Zoologist Single
Single Female Student 17 $0
Doctor 55 Single $286146 Male
91 Female $5518 Retiree Married
$11424 Retiree Female Married 81
$299054 56 Actor Married Male
Male Mechanic 46 $19877 Married
$38638 54 Single Male Barista
Female Businessman 77 Married $299270
Policeman $44577 Married 26 Male
2 $0 Single Unemployed Female
Female 94 Retiree $8553 Married
Student Single $0 Male 17
Dentist 47 Married Male $111063
Male Single $30001 40 Clerk
$0 Student Single Female 17
Male 31 $100450 Single Secretary
$6579 77 Male Retiree Married
Male Single Student $300 8
$4119 90 Married Retiree Female
Model Single Female 23 $10531
Male $0 Single Student 18
Male Student $0 Single 8
Female Driver Divorced 41 $86414
Male Plumber 24 Single $7017
Married Zoologist 36 $64844 Female
$351586 Married Accountant Female 36
Male $175165 53 Psychiatrist Single
38 Married Judge Female $291333
Other Unemployed Single 2 $0
11 Single Female Student $100
$6712 Student Male 21 Single
86 $5405 Female Retiree Single
Cashier Single $14067 Female 41
Male $0 Single Student 18
Retiree Male Divorced 65 $6654
Female Retiree Married $4418 87
Single Female Businessman $380697 72
Retiree 69 $10538 Female Married
Veterinarian Male $88170 57 Married
59 $446326 Male Judge Married
22 Male Married $0 Student
78 Male Single $256444 Businessman
Retiree 69 Married Male $10023
$9885 Driver Female Single 19
74 Retiree Other $4917 Single
$0 Student Single 16 Female
Single Student $0 Female 14
$315754 Actor 51 Female Married
Pilot Female 35 $132816 Married
Single Male Unemployed $0 2
Nurse $52020 45 Married Male
64 Male Widowed Accountant $406410
88 Businessman $435036 Female Divorced
77 Retiree Female $9304 Married
$10182 Married 73 Retiree Female
Pilot $143355 Married Female 50
37 Judge Widowed Female $371029
Female Botanist 49 $108748 Married
Retiree Male 66 $6332 Married
Widowed $87786 Dentist 30 Female
$327561 31 Model Married Male
Female 23 $4193 Single Student
Single Student $8120 Female 22
Male $52944 Married 47 Plumber
Married $6615 Female 71 Retiree
$5660 97 Female Widowed Retiree
$59479 Male 59 Botanist Married
$87712 Divorced Female Policeman 41
Single Architect Female $431209 46
89 Retiree Male $7575 Married
9 $0 Single Student Female
Botanist 34 $45881 Female Married
Female 15 Student Single $0
Female Married 74 $5627 Retiree
Female 54 Waiter $34589 Married
51 $65093 Single Chemist Female
Female 65 Businessman Married $209272
Female 19 $10781 Single Plumber
$6110 Retiree Widowed Female 91
26 $106959 Married Soldier Female
Male 14 $0 Student Single
93 Married $7788 Retiree Female
99 $4255 Female Retiree Single
Male $112364 Zoologist 45 Married
Waiter 60 Female $12947 Single
$308573 Married 34 Psychiatrist Male
Retiree $8316 Married 94 Male
Married 45 $65623 Male Programmer
Retiree Married $5307 79 Male
1 $0 Single Female Unemployed
66 Married Retiree $5287 Male
$302918 Lawyer Married Female 53
Male $108340 Married Dentist 37
$73345 60 Single Female Salesman
Single Female Janitor $6387 19
Female Student $0 15 Single
68 $11363 Widowed Retiree Other
$119411 Married Driver Male 25
Female Teacher $115813 Married 62
Student Single $0 Female 18
Retiree Married $6381 Female 76
Single 93 Female $9657 Retiree
Female Single 22 Student $0
Single 32 Driver Female $59052
Married $5975 85 Male Retiree
Married 55 $385160 Male Surgeon
Researcher 61 Married $51217 Female
Student $5277 24 Single Male
$112746 Female Divorced Carpenter 55
$83485 Chemist Male Married 44
Retiree 98 Male $9003 Married
$46655 Married Female Barista 50
Female Married 49 Chemist $57383
$56878 Married Male 49 Secretary
Single Unemployed Male 1 $0
$5048 Male 94 Married Retiree
70 Single Retiree $6121 Female
Married Retiree Female $8206 94
Actor 41 Female Divorced $446975
$100 Male Student Single 7
86 $7521 Retiree Female Married
Student Single $0 Female 8
54 Widowed $275308 Judge Female
Married $83463 Policeman 57 Female
$75710 Married 35 Female Policeman
Single $100 Female 11 Student
Female Retiree 74 $11842 Widowed
Male Retiree $5607 94 Single
95 Retiree Male $5808 Married
Married 92 Retiree $5457 Male
Married Male $9431 Retiree 71
$263426 Married Judge Male 45
Retiree Female 67 Married $11508
$0 Male Single Student 10
Male Accountant $304552 53 Married
Chemist $87903 Married 55 Male
Single $0 Student 18 Female
37 Married $100665 Policeman Female
Single 54 Zoologist $78860 Male
Female Unemployed Single $0 1
$115418 Chemist Male Married 44
Female $0 21 Student Single
Married 74 Male $142115 Businessman
Plumber Single Male $11453 24
Male Banker Married 36 $447426
Female 87 $10132 Single Retiree
Female 90 Divorced $7552 Retiree
Female 58 $324427 Professor Married
Retiree Married 73 Male $11496
$0 Single Male 11 Student
$9126 Female Retiree Married 65
$44786 Male 64 Married Dentist
Female $50777 Married Chemist 40
Male 100 Businessman Divorced $355929
$0 14 Student Single Female
52 $431454 Surgeon Married Female
$189971 Author Single 51 Female
Female Single $0 7 Student
$6757 Female 73 Single Retiree
Surgeon 56 $232431 Married Female
Student 12 $855 Single Female
Female $409055 Single Pilot 46
88 Female Divorced $6787 Retiree
$0 Male Single Student 23
Female $50066 Firefighter 58 Married
Married 83 Retiree Female $4800
$12759 100 Divorced Male Businessman
$269021 38 Professor Single Male
Student Female 14 $0 Single
Retiree 99 $4418 Married Male
9 Female Student Single $100
$10574 Married 21 Cashier Male
Female Retiree 93 Married $5567
Secretary Male Married $89602 55
Single $6591 Male 96 Retiree
$4871 Retiree 73 Divorced Female
$53061 Female 27 Soldier Married
$4797 80 Married Female Retiree
Retiree 68 Married $5062 Male
Female Married Zoologist $49092 64
Programmer Married Female $42721 45
Female Married 25 Judge $398073
$228434 Divorced 51 Photographer Male
Zoologist $75258 Married 63 Female
Male Veterinarian Single 53 $87547
$10058 92 Male Retiree Married
40 $323043 Judge Married Female
Male $350302 Photographer Single 31
Male $8843 Widowed Retiree 84
Mechanic 63 Female $43526 Married
Female Married $272616 Banker 36
Married Lawyer Male 33 $236065
Male 92 $4514 Married Retiree
Married $4181 Male Retiree 79
$6908 Married Retiree 96 Female
$0 Single 15 Male Student
39 $348507 Married Accountant Male
Female Lawyer Married 49 $210724
$197341 76 Male Married Businessman
$7203 Female Retiree Married 69
Judge 45 Single $164769 Female
Retiree Female Married $5470 74
$44294 Married Female Secretary 50
Female Veterinarian $78973 Married 61
Single $19239 Photographer 52 Male
Divorced Architect Female $212139 52
Married Female 32 $85169 Secretary
Female Single $0 5 Unemployed
Retiree Male Divorced $11985 83
$6443 Married 68 Retiree Female
Student Single $0 Female 20
97 $5279 Single Male Retiree
8 Female $300 Student Single
Married 70 Female $9002 Retiree
Female Divorced $290435 Judge 60
$104975 Female 43 Married Secretary
Widowed 65 Female $11733 Retiree
$969 Single 15 Female Student
Architect 29 $152835 Married Female
Single Male 84 $6766 Retiree
19 Model Male $9275 Single
$65758 Programmer Married 39 Female
Male Married $261168 Psychiatrist 43
$10081 Female 76 Married Retiree
Male $0 Unemployed Single 2
Divorced $8890 Retiree Female 65
Teacher 36 $79235 Male Single
99 Retiree $4417 Female Single
Married 39 Female Doctor $242360
$196950 Male 50 Married Photographer
57 Male $402125 Single Actor
40 Female Married Actor $212023
$56206 Male Nurse Single 31
Female Zoologist 60 Married $107505
76 Married $7105 Retiree Male
64 $65995 Nurse Widowed Female
40 Married Female Accountant $256815
Married Waiter $12833 54 Male
60 Married Model $166215 Male
$33703 Married Librarian 57 Female
Single Student $0 21 Male
Student $0 Single Female 17
Carpenter $143801 Single Male 47
$6106 86 Female Retiree Widowed
Married Male 30 Professor $282224
78 $11698 Retiree Widowed Female
Businessman 99 Married Female $124602
Librarian Male 51 Married $51763
Widowed Businessman 50 $375365 Female
Married $5422 Female Retiree 71
$4200 19 Student Female Single
$90021 Widowed Programmer Male 47
$0 Single Student 18 Female
Female $62356 Divorced 53 Driver
1 Female Single Unemployed $0
Retiree 75 $6877 Married Female
Married 56 $59916 Cashier Male
Female $4294 96 Married Retiree
Botanist 37 $111620 Married Male
Widowed Retiree $10427 74 Female
Student 16 Single Female $4087
51 $65307 Female Firefighter Divorced
Female Student Single 7 $0
Zoologist Married $44070 Other 47
Single Male 1 $0 Unemployed
Retiree 88 Divorced Male $8550
41 Soldier Married $51496 Female
31 Married $100871 Secretary Female
Female Retiree Married 93 $11275
Clerk Male 21 $6790 Divorced
Unemployed Single $0 3 Female
95 Female Retiree $11460 Single
Single Female Student 10 $0
6 Student $300 Male Single
Male Married Retiree 95 $11250
Male Retiree $5373 86 Married
Single Male 100 $9643 Retiree
Female 49 Married Author $87379
41 Salesman Married Female $113912
32 Secretary Male $87448 Single
Researcher Male $81410 Married 48
Married Male $6364 94 Retiree
$11711 Retiree Female Married 79
Married 97 $7894 Retiree Female
Female Soldier Single 59 $72033
Married Dentist Male $78096 43
Student Male $0 Single 21
87 Single Retiree Female $6337
Retiree Female 99 $10529 Married
